EAR,mouth_ratio,head_tilt,eye_closure_time,no_movement_time,label
0.336,0.308,7.5,0.28,0.41,alert
0.262,0.298,7.7,0.31,0.0,alert
0.158,0.251,19.2,7.15,9.35,unconscious
0.255,0.235,3.4,0.04,0.0,alert
0.338,0.254,4.1,0.0,0.2,alert
0.084,0.585,14.6,6.83,6.21,unconscious
0.173,0.74,6.2,0.7,3.39,drowsy
0.321,0.337,5.0,0.52,0.0,alert
0.249,0.484,3.5,0.0,0.51,alert
0.312,0.286,3.8,0.02,0.95,alert
0.198,0.716,11.0,1.42,1.47,drowsy
0.112,0.538,15.4,0.47,2.9,drowsy
0.3,0.197,1.7,0.45,0.77,alert
0.064,0.8,14.7,6.1,1.92,unconscious
0.259,0.287,4.2,0.08,0.42,alert
0.188,0.339,34.4,3.66,11.61,unconscious
0.311,0.416,8.0,0.01,1.41,alert
0.259,0.462,1.4,0.25,1.19,alert
0.113,0.164,34.4,5.02,7.33,unconscious
0.294,0.277,2.4,0.0,0.46,alert
0.34,0.323,29.2,1.86,4.28,drowsy
0.065,0.358,21.0,7.35,8.74,unconscious
0.257,0.344,4.4,0.13,0.69,alert
0.196,0.778,13.6,1.31,2.5,drowsy
0.286,0.319,7.7,0.89,1.09,alert
0.273,0.689,18.6,3.48,1.46,drowsy
0.195,0.496,12.8,2.89,10.99,unconscious
0.104,0.439,18.1,5.76,4.25,unconscious
0.137,0.44,13.3,1.98,6.01,drowsy
0.202,0.376,11.5,2.28,0.0,drowsy
0.252,0.611,0.8,1.49,4.49,drowsy
0.28,0.268,5.1,0.42,0.0,alert
0.247,0.439,2.8,0.0,0.94,alert
0.135,0.931,15.3,1.73,2.18,drowsy
0.205,0.543,15.9,6.81,7.58,unconscious
0.271,0.297,4.0,0.0,0.52,alert
0.262,0.149,2.0,0.25,0.15,alert
0.116,0.394,23.4,4.2,8.68,unconscious
0.2,0.584,2.6,1.17,2.42,drowsy
0.258,0.083,6.5,0.28,0.7,alert
0.408,0.002,10.7,6.4,0.1,unconscious
0.111,0.282,32.7,2.51,8.65,unconscious
0.259,0.335,6.2,0.52,0.0,alert
0.253,0.371,4.4,0.43,0.78,alert
0.228,0.193,6.2,0.34,0.0,alert
0.106,0.376,28.0,6.71,7.55,unconscious
0.221,0.846,13.2,3.44,0.58,drowsy
0.119,0.568,22.9,2.11,13.57,unconscious
0.268,0.296,5.5,0.27,0.65,alert
0.352,0.285,3.3,0.0,1.06,alert
0.374,0.761,13.5,5.1,8.28,unconscious
0.219,0.203,6.8,0.75,0.47,alert
0.177,0.441,20.1,7.16,6.43,unconscious
0.073,0.481,28.3,5.81,9.76,unconscious
0.204,0.528,17.1,0.38,4.25,drowsy
0.278,0.585,6.3,0.55,2.02,drowsy
0.073,0.265,37.8,2.83,5.82,unconscious
0.131,0.065,24.1,3.37,11.4,unconscious
0.337,0.46,12.8,0.0,3.81,drowsy
0.285,0.193,4.4,0.1,0.79,alert
0.254,0.253,3.7,0.83,0.87,alert
0.258,0.868,14.5,2.76,6.6,drowsy
0.144,0.375,16.6,0.95,6.9,unconscious
0.287,0.404,1.0,0.0,1.52,alert
0.261,0.318,0.7,0.0,0.0,alert
0.183,0.716,19.3,1.06,2.64,drowsy
0.127,0.595,16.9,2.13,2.7,drowsy
0.354,0.358,2.3,0.32,0.38,alert
0.253,0.349,3.0,0.11,0.73,alert
0.211,0.645,0.6,2.77,2.72,drowsy
0.252,0.342,3.7,0.0,1.21,alert
0.306,0.327,6.9,0.02,0.54,alert
0.151,0.4,13.3,4.39,12.67,unconscious
0.131,0.173,24.2,4.03,6.24,unconscious
0.209,0.753,7.7,1.71,2.14,drowsy
0.282,0.141,4.1,0.68,0.18,alert
0.27,0.123,8.6,0.35,0.62,alert
0.293,0.698,7.1,2.11,5.51,drowsy
0.066,0.599,16.4,4.41,7.34,unconscious
0.2,0.617,8.7,3.25,3.63,drowsy
0.18,0.374,17.6,1.6,0.0,drowsy
0.226,0.374,1.8,0.0,0.51,alert
0.289,0.24,11.1,0.88,1.14,alert
0.183,0.308,24.4,5.87,5.86,unconscious
0.258,0.32,4.4,0.51,0.21,alert
0.294,0.265,6.8,0.24,0.15,alert
0.261,0.179,6.1,0.24,1.02,alert
0.221,0.211,7.4,0.0,0.38,alert
0.292,0.215,0.1,0.0,0.62,alert
0.227,0.156,2.5,0.0,0.45,alert
0.215,0.331,19.3,1.74,3.22,drowsy
0.119,0.384,48.6,3.4,9.02,unconscious
0.184,0.572,17.9,1.64,1.8,drowsy
0.105,0.494,34.5,3.18,2.55,unconscious
0.215,0.432,18.5,2.08,4.49,drowsy
0.281,0.207,0.1,0.25,0.52,alert
0.233,0.294,2.0,0.0,0.0,alert
0.118,0.236,28.7,5.46,11.3,unconscious
0.095,0.513,14.1,0.93,3.24,drowsy
0.114,0.288,11.0,4.93,6.02,unconscious
0.264,0.272,3.8,0.22,0.21,alert
0.175,0.408,26.1,7.76,9.8,unconscious
0.202,0.511,20.2,4.68,7.04,unconscious
0.156,0.402,27.1,4.52,4.77,unconscious
0.354,0.362,6.0,0.08,1.37,alert
0.2,0.239,23.7,3.55,4.65,unconscious
0.28,0.499,6.7,2.53,1.9,drowsy
0.233,0.544,2.3,0.68,2.8,drowsy
0.26,0.569,9.3,3.85,1.83,drowsy
0.139,0.277,31.4,1.43,11.35,unconscious
0.291,0.403,2.5,0.3,0.6,alert
0.16,0.411,21.0,3.96,8.13,unconscious
0.289,0.336,4.1,0.08,0.55,alert
0.121,0.514,11.6,3.79,6.06,unconscious
0.226,0.312,18.2,1.01,2.43,drowsy
0.079,0.508,22.4,5.93,10.65,unconscious
0.151,0.71,22.4,2.6,3.97,drowsy
0.188,0.617,25.1,4.7,15.44,unconscious
0.113,0.447,33.9,2.15,6.73,unconscious
0.306,0.389,3.6,0.66,0.0,alert
0.137,0.622,8.7,3.94,6.75,unconscious
0.185,0.709,15.7,1.36,2.06,drowsy
0.11,0.159,17.5,5.83,8.86,unconscious
0.23,0.824,21.6,1.06,3.11,drowsy
0.265,0.371,3.2,0.15,0.86,alert
0.264,0.284,9.6,0.79,1.55,alert
0.294,0.313,10.4,0.26,0.62,alert
0.295,0.344,3.0,0.0,0.25,alert
0.249,0.233,3.7,0.0,1.43,alert
0.109,0.536,31.8,4.16,10.54,unconscious
0.123,0.506,31.5,6.12,9.12,unconscious
0.148,0.202,17.7,2.09,6.74,unconscious
0.424,0.1,37.8,6.37,7.78,unconscious
0.189,0.699,40.4,3.5,5.9,unconscious
0.136,0.424,16.0,6.28,5.13,unconscious
0.235,0.793,15.8,1.6,3.33,drowsy
0.261,0.281,3.1,0.29,0.0,alert
0.131,0.698,35.9,5.76,11.74,unconscious
0.188,0.029,35.0,3.22,11.99,unconscious
0.24,0.33,1.5,0.0,0.06,alert
0.142,0.715,38.5,6.81,8.06,unconscious
0.324,0.382,10.4,0.33,0.0,alert
0.207,0.775,18.9,4.11,2.92,drowsy
0.27,0.194,1.7,0.0,0.82,alert
0.193,0.132,22.4,3.02,1.32,unconscious
0.252,0.812,7.3,1.65,0.33,drowsy
0.184,0.485,12.3,3.04,2.29,drowsy
0.34,0.283,5.7,0.88,0.22,alert
0.172,0.685,7.6,2.24,3.16,drowsy
0.127,0.359,21.8,1.84,12.35,unconscious
0.122,0.529,29.4,4.43,13.3,unconscious
0.252,0.216,7.5,0.21,0.62,alert
0.318,0.228,7.6,0.7,0.9,alert
0.237,0.124,4.9,0.4,0.21,alert
0.236,0.422,6.0,0.22,0.85,alert
0.241,0.506,6.7,0.28,0.68,alert
0.086,0.325,17.6,7.88,4.46,unconscious
0.319,0.402,9.7,0.0,0.28,alert
0.192,0.365,16.3,2.07,6.99,alert
0.129,0.499,9.1,1.48,7.15,drowsy
0.293,0.152,0.3,0.34,0.8,alert
0.204,0.889,9.9,2.56,1.46,drowsy
0.207,0.68,24.2,7.88,2.89,alert
0.283,0.342,5.1,0.19,0.5,alert
0.152,0.437,20.2,3.64,10.76,unconscious
0.089,0.52,18.3,8.04,7.91,unconscious
0.298,0.794,6.4,2.38,3.95,drowsy
0.204,0.261,5.3,0.26,0.0,alert
0.085,0.582,8.0,1.38,3.5,drowsy
0.229,0.367,5.4,0.04,1.2,alert
0.157,0.511,9.0,1.89,1.6,drowsy
0.151,0.508,18.5,3.98,9.03,unconscious
0.26,0.15,9.4,0.32,0.77,alert
0.173,0.598,16.9,1.57,4.54,drowsy
0.164,0.171,23.1,5.34,3.16,unconscious
0.217,0.994,16.1,1.26,2.26,drowsy
0.145,0.485,27.2,3.34,10.21,unconscious
0.3,0.588,24.9,2.04,2.39,unconscious
0.259,0.441,4.8,0.35,0.9,alert
0.432,0.892,5.1,2.49,2.43,alert
0.229,0.773,8.1,4.05,2.99,drowsy
0.322,0.117,4.5,0.07,0.3,alert
0.282,0.435,11.1,2.13,1.95,drowsy
0.092,0.35,31.8,2.03,7.13,unconscious
0.354,0.133,2.1,0.0,0.0,alert
0.269,0.608,11.7,1.99,2.84,drowsy
0.317,0.351,6.9,0.48,0.56,alert
0.135,0.562,30.0,6.54,10.58,unconscious
0.275,0.281,1.7,0.9,0.33,alert
0.242,0.548,3.2,2.1,1.66,drowsy
0.277,0.332,6.7,0.17,0.75,alert
0.292,0.298,2.0,0.27,0.0,alert
0.122,0.536,32.8,4.41,8.08,unconscious
0.248,0.124,9.5,0.82,0.64,alert
0.234,0.357,3.4,1.58,0.36,drowsy
0.05,0.239,22.2,6.13,6.96,unconscious
0.101,0.622,21.5,6.03,6.82,unconscious
0.31,0.187,1.6,0.0,0.0,alert
0.3,0.332,7.2,0.57,0.15,alert
0.188,0.204,15.4,5.04,8.83,unconscious
0.145,0.593,24.3,1.59,9.56,unconscious
0.239,0.235,4.2,0.0,0.26,alert
0.196,0.799,15.8,1.82,3.08,drowsy
0.159,1.0,2.3,1.76,4.14,drowsy
0.142,0.746,6.9,7.97,2.78,unconscious
0.175,0.905,31.0,6.47,10.59,unconscious
0.168,0.482,26.9,7.92,8.27,unconscious
0.253,0.865,10.8,0.63,1.07,drowsy
0.119,0.479,20.5,6.74,8.05,unconscious
0.282,0.454,6.8,0.82,0.88,alert
0.191,0.678,8.8,3.55,3.65,drowsy
0.22,0.75,21.5,1.88,1.16,drowsy
0.153,0.319,21.1,3.23,2.29,drowsy
0.142,0.705,8.4,1.42,3.5,drowsy
0.135,0.368,24.4,5.41,8.77,unconscious
0.242,0.913,8.6,0.08,2.72,drowsy
0.184,0.635,12.5,2.81,1.64,drowsy
0.273,0.015,4.6,0.1,0.64,alert
0.179,0.692,8.0,0.74,1.77,drowsy
0.22,0.345,3.0,0.19,1.19,alert
0.302,0.246,7.8,0.06,0.82,alert
0.204,0.53,1.8,1.35,2.77,drowsy
0.301,0.459,4.7,0.17,0.24,alert
0.182,0.648,9.7,2.27,3.17,drowsy
0.211,0.774,10.9,2.96,4.26,drowsy
0.191,0.607,39.5,4.94,10.01,unconscious
0.216,0.444,26.8,5.31,8.43,unconscious
0.142,0.619,2.0,2.13,7.18,drowsy
0.313,0.297,2.9,0.3,0.0,alert
0.338,0.409,6.0,0.14,0.43,alert
0.106,0.473,16.7,5.88,12.08,unconscious
0.243,0.46,11.8,0.0,2.94,drowsy
0.289,0.168,5.7,0.09,0.13,alert
0.254,0.335,7.8,0.41,1.03,alert
0.233,0.911,13.3,2.15,2.51,drowsy
0.185,0.511,14.7,3.18,0.71,drowsy
0.246,0.857,16.8,0.72,3.63,drowsy
0.149,0.34,14.1,8.51,4.53,unconscious
0.176,0.396,7.3,0.4,5.02,drowsy
0.166,0.35,22.2,3.28,9.32,unconscious
0.168,0.557,18.1,0.0,5.75,unconscious
0.252,0.297,4.0,0.33,0.0,alert
0.111,0.948,27.5,7.61,5.62,unconscious
0.24,0.267,10.1,0.33,0.16,alert
0.217,0.559,9.7,1.52,1.57,drowsy
0.291,0.225,2.5,0.0,0.41,alert
0.245,0.621,5.9,2.33,3.78,drowsy
0.194,0.434,9.4,1.32,4.27,drowsy
0.12,0.509,15.6,1.63,3.75,drowsy
0.054,0.409,18.6,1.36,0.42,alert
0.149,0.83,4.8,1.42,2.55,drowsy
0.231,0.641,13.5,2.41,4.29,drowsy
0.296,0.196,9.9,0.31,0.62,alert
0.112,0.261,33.0,6.48,14.91,unconscious
0.284,0.85,11.2,3.13,0.47,drowsy
0.156,0.643,15.0,1.32,10.04,unconscious
0.175,0.042,20.2,5.93,5.39,unconscious
0.314,0.366,0.9,0.3,0.0,alert
0.18,0.276,12.1,2.12,3.04,drowsy
0.253,0.794,9.7,1.08,3.8,drowsy
0.219,0.423,1.2,0.31,0.62,alert
0.163,0.064,25.5,5.83,10.35,unconscious
0.308,0.754,10.9,1.48,3.88,drowsy
0.173,0.719,15.1,0.36,4.85,drowsy
0.184,0.765,19.5,1.79,2.32,drowsy
0.291,0.388,4.4,0.15,1.22,alert
0.281,0.317,1.7,0.2,0.34,alert
0.313,0.665,10.1,1.5,3.64,drowsy
0.18,0.805,6.9,3.07,2.96,drowsy
0.099,0.792,7.4,6.52,6.15,alert
0.169,0.592,15.6,1.91,3.33,drowsy
0.154,0.875,3.4,2.27,1.96,drowsy
0.05,0.766,35.3,6.56,4.66,alert
0.126,0.592,27.6,5.29,8.49,unconscious
0.313,0.438,2.6,0.08,0.35,alert
0.191,0.572,20.1,7.09,4.58,unconscious
0.214,0.123,2.2,0.76,0.97,alert
0.257,0.225,8.3,0.6,1.4,alert
0.372,0.278,4.9,0.19,0.08,alert
0.063,0.564,2.3,5.31,2.41,unconscious
0.303,0.406,8.4,0.54,0.47,alert
0.252,0.373,6.9,0.17,0.44,alert
0.256,0.339,1.6,0.24,0.02,alert
0.106,0.417,27.5,2.69,8.5,unconscious
0.199,0.594,1.3,3.46,2.28,drowsy
0.218,0.447,9.5,2.23,1.49,drowsy
0.197,0.358,14.3,2.63,4.49,drowsy
0.243,0.356,6.3,0.13,1.0,alert
0.125,0.628,16.3,4.38,5.1,drowsy
0.204,0.664,11.8,0.64,3.59,drowsy
0.24,0.921,22.8,1.44,1.45,drowsy
0.235,0.334,13.7,0.92,3.33,drowsy
0.143,0.7,24.3,2.38,7.3,unconscious
0.161,0.344,18.8,4.84,3.14,unconscious
0.29,0.364,2.8,0.5,0.91,alert
0.142,0.311,25.8,4.06,8.12,unconscious
0.125,0.487,21.3,3.65,6.29,unconscious
0.12,0.167,27.5,1.89,3.58,unconscious
0.31,0.405,4.4,0.7,0.0,alert
0.171,0.869,8.4,3.21,0.98,drowsy
0.091,0.755,10.3,3.78,0.76,drowsy
0.259,0.351,25.1,1.44,1.99,unconscious
0.303,0.219,3.4,0.0,0.11,alert
0.277,0.31,4.0,0.0,0.26,alert
0.224,0.218,4.0,0.21,0.0,alert
0.152,0.235,13.3,5.36,8.3,unconscious
0.112,0.823,5.0,2.21,1.73,drowsy
0.174,0.384,6.7,0.16,0.07,alert
0.324,0.299,6.1,0.45,0.82,alert
0.253,0.719,7.7,1.51,2.85,drowsy
0.12,0.701,39.0,5.88,7.56,unconscious
0.287,0.316,5.7,0.68,1.08,alert
0.212,0.517,13.2,1.67,4.73,drowsy
0.134,0.721,24.3,4.25,7.24,unconscious
0.214,0.434,5.5,0.59,0.41,alert
0.279,0.633,15.8,1.87,4.96,drowsy
0.143,0.688,9.2,0.0,1.38,drowsy
0.265,0.625,6.1,2.26,2.86,drowsy
0.143,0.436,26.0,6.52,7.67,unconscious
0.153,0.529,13.5,4.59,11.49,unconscious
0.084,0.658,6.4,2.01,3.55,drowsy
0.056,0.207,23.8,5.22,11.01,unconscious
0.29,0.344,6.5,0.0,1.47,alert
0.261,0.435,14.3,2.44,5.31,drowsy
0.151,0.7,8.8,2.03,4.07,drowsy
0.219,0.741,2.3,0.95,2.87,drowsy
0.108,0.179,22.8,5.18,11.12,unconscious
0.191,0.58,19.4,3.01,0.0,drowsy
0.196,0.474,11.9,5.53,1.52,unconscious
0.367,0.314,8.8,0.0,0.09,alert
0.151,0.351,33.0,6.14,9.76,unconscious
0.227,0.596,17.3,1.38,2.89,drowsy
0.197,0.757,19.7,2.57,0.7,drowsy
0.271,0.243,5.8,0.06,0.0,alert
0.182,0.661,14.0,2.03,3.24,drowsy
0.26,0.549,7.9,0.0,0.28,alert
0.252,0.324,4.8,0.0,1.21,alert
0.278,0.386,5.9,0.0,0.43,alert
0.251,0.887,12.8,1.35,0.44,drowsy
0.403,0.912,2.5,4.17,1.53,unconscious
0.192,0.296,1.7,0.29,0.39,alert
0.129,0.581,29.5,2.56,12.61,unconscious
0.261,0.303,2.3,0.33,0.58,alert
0.228,0.512,8.0,1.11,3.98,drowsy
0.294,0.528,14.4,2.23,1.36,drowsy
0.268,0.473,3.4,0.0,0.24,alert
0.281,0.416,6.7,0.25,0.71,alert
0.288,0.289,0.4,0.68,0.82,alert
0.281,0.343,12.2,0.0,1.7,alert
0.215,0.753,17.6,1.09,2.1,drowsy
0.17,0.694,16.1,7.18,6.3,unconscious
0.223,0.361,3.5,0.0,0.24,alert
0.176,0.103,26.3,7.08,7.97,unconscious
0.259,0.588,19.9,2.0,5.34,drowsy
0.157,0.507,9.8,2.44,1.8,drowsy
0.313,0.356,6.5,0.0,0.69,alert
0.227,0.393,15.5,1.05,1.78,drowsy
0.173,0.086,33.7,7.42,10.75,unconscious
0.108,0.0,26.2,5.58,12.61,unconscious
0.169,0.671,8.7,1.6,4.01,drowsy
0.335,0.291,6.5,0.08,0.0,alert
0.131,0.404,16.4,8.27,7.63,unconscious
0.294,0.692,15.0,1.48,3.49,drowsy
0.209,0.875,15.1,0.85,1.78,drowsy
0.171,0.677,19.7,1.07,11.17,unconscious
0.17,0.441,31.3,6.76,5.12,unconscious
0.288,0.51,22.2,1.58,2.96,drowsy
0.235,0.418,2.6,1.53,5.99,drowsy
0.148,0.611,13.0,1.41,0.74,drowsy
0.238,0.461,7.0,0.0,1.04,alert
0.204,0.537,15.7,1.19,1.78,drowsy
0.153,0.038,15.3,4.14,10.38,unconscious
0.213,0.317,8.7,0.36,3.88,drowsy
0.199,0.787,14.4,4.39,3.29,drowsy
0.235,0.404,14.8,2.04,4.8,drowsy
0.207,0.918,12.8,1.57,3.58,drowsy
0.222,0.045,3.6,0.11,0.48,alert
0.164,0.228,25.6,4.59,10.95,unconscious
0.329,0.476,3.3,1.4,1.32,drowsy
0.141,0.301,28.6,9.3,7.89,unconscious
0.238,0.365,6.5,0.0,0.0,alert
0.244,0.188,1.6,0.0,0.22,alert
0.176,0.651,17.1,2.76,4.61,drowsy
0.137,0.351,12.0,2.03,3.61,unconscious
0.247,0.316,7.1,0.41,0.97,alert
0.319,0.193,6.0,0.15,0.52,alert
0.261,0.788,21.8,2.61,1.74,drowsy
0.22,0.728,13.5,1.53,1.26,drowsy
0.05,0.895,23.1,5.25,2.84,drowsy
0.12,0.24,27.9,6.73,13.67,unconscious
0.143,0.232,24.3,5.35,6.53,unconscious
0.138,0.389,27.6,5.81,8.73,unconscious
0.145,0.773,15.0,0.42,5.38,drowsy
0.23,0.356,18.5,2.91,3.68,drowsy
0.117,0.23,18.3,6.29,6.89,unconscious
0.065,0.596,10.6,0.26,6.48,drowsy
0.164,0.932,27.6,2.25,0.71,drowsy
0.26,0.408,2.4,0.0,1.13,alert
0.212,0.681,11.8,1.03,3.75,drowsy
0.25,0.374,5.1,0.53,0.2,alert
0.096,0.374,27.8,5.11,7.81,unconscious
0.295,0.37,4.9,0.03,0.3,alert
0.262,0.226,3.5,0.27,0.0,alert
0.114,0.404,30.4,4.14,4.59,unconscious
0.193,0.724,23.6,2.09,2.26,drowsy
0.119,0.377,25.6,11.08,14.26,unconscious
0.09,0.384,34.1,9.62,11.17,unconscious
0.215,0.428,14.3,1.16,2.58,drowsy
0.14,0.463,6.0,0.86,2.46,drowsy
0.171,0.755,0.7,1.08,3.65,unconscious
0.177,0.033,28.4,7.65,6.25,drowsy
0.172,0.138,14.5,2.78,7.31,unconscious
0.294,0.448,4.0,0.33,0.45,alert
0.13,0.0,23.9,7.18,6.18,unconscious
0.093,0.31,29.9,5.4,8.57,unconscious
0.25,0.887,8.3,0.03,4.41,drowsy
0.296,0.813,19.2,1.99,3.36,drowsy
0.261,0.432,0.2,0.17,0.51,alert
0.12,0.286,21.8,8.94,8.83,unconscious
0.148,0.535,13.6,2.34,3.22,drowsy
0.194,0.553,29.4,4.64,5.34,unconscious
0.11,0.704,18.3,2.98,4.16,unconscious
0.127,0.052,20.3,4.28,1.52,unconscious
0.086,0.524,19.3,4.53,7.03,unconscious
0.258,0.636,10.5,0.34,5.06,drowsy
0.085,0.248,36.4,0.11,5.49,unconscious
0.121,0.245,31.8,8.85,4.84,unconscious
0.299,0.345,6.8,0.65,1.14,alert
0.161,0.241,22.1,5.11,12.0,unconscious
0.201,0.653,4.6,2.81,3.26,drowsy
0.195,0.305,9.7,2.18,5.0,drowsy
0.35,0.49,5.1,0.61,0.26,alert
0.146,0.132,19.8,3.06,11.59,unconscious
0.192,0.497,18.2,6.57,8.3,unconscious
0.339,0.761,13.2,2.86,4.92,drowsy
0.178,0.711,19.6,2.86,3.09,drowsy
0.179,0.473,7.5,2.81,4.17,drowsy
0.196,0.585,7.9,1.42,3.5,drowsy
0.093,0.437,27.6,6.55,5.25,unconscious
0.241,0.421,1.7,0.0,0.0,alert
0.211,0.42,5.3,1.78,4.6,drowsy
0.248,0.347,6.3,0.29,0.79,alert
0.164,0.304,33.5,5.7,9.06,unconscious
0.226,0.153,23.9,6.82,5.68,unconscious
0.191,0.557,41.9,4.0,6.61,unconscious
0.117,0.485,13.5,5.68,11.64,unconscious
0.319,0.779,4.1,0.25,3.05,drowsy
0.261,0.562,10.9,0.0,2.49,drowsy
0.284,0.256,1.7,0.32,0.16,alert
0.146,0.436,20.6,6.73,10.18,unconscious
0.192,0.138,15.6,7.93,8.99,unconscious
0.14,0.443,22.4,3.16,6.12,unconscious
0.206,0.692,3.4,1.99,3.1,drowsy
0.129,0.211,15.2,5.21,7.54,unconscious
0.217,0.626,17.8,1.98,3.47,drowsy
0.14,0.519,7.3,0.53,2.51,drowsy
0.151,0.277,19.6,5.55,6.01,unconscious
0.15,0.201,18.3,1.27,7.0,unconscious
0.284,0.344,5.6,0.08,0.34,alert
0.11,0.79,20.1,5.8,11.84,unconscious
0.315,0.235,3.1,0.81,1.32,alert
0.252,0.704,7.0,0.84,1.18,drowsy
0.214,0.69,12.3,2.24,2.8,drowsy
0.18,0.733,2.6,0.0,3.75,drowsy
0.192,0.713,1.7,2.36,0.44,drowsy
0.219,0.655,10.9,2.01,1.46,drowsy
0.256,0.845,6.3,1.2,3.44,drowsy
0.382,0.867,23.9,7.34,5.85,unconscious
0.229,0.557,11.5,1.94,4.7,drowsy
0.125,0.414,42.3,8.56,8.6,unconscious
0.161,0.515,10.2,1.47,2.97,drowsy
0.159,0.123,18.2,11.37,6.76,unconscious
0.16,0.238,26.9,3.71,7.13,unconscious
0.166,0.163,8.7,3.83,11.65,unconscious
0.222,0.668,18.9,2.73,3.96,drowsy
0.088,0.746,25.8,4.26,13.5,unconscious
0.164,0.39,33.9,4.36,9.38,unconscious
0.213,0.207,23.2,5.3,11.88,unconscious
0.28,0.245,5.0,0.1,0.7,alert
0.141,0.248,20.0,2.05,9.58,unconscious
0.12,0.353,6.0,1.24,2.41,drowsy
0.17,0.44,13.1,1.12,2.44,drowsy
0.231,0.801,4.6,2.48,0.49,drowsy
0.141,0.328,17.3,4.09,9.34,unconscious
0.137,0.361,25.9,3.91,11.42,unconscious
0.15,0.416,26.4,8.95,9.06,unconscious
0.149,0.267,27.6,3.73,6.79,unconscious
0.149,0.701,12.7,1.26,0.38,drowsy
0.182,0.338,30.2,5.24,8.48,unconscious
0.377,0.696,4.5,3.96,4.67,drowsy
0.277,0.257,4.8,0.0,0.0,alert
0.246,0.782,24.0,2.38,1.47,drowsy
0.24,0.774,12.8,1.55,0.35,drowsy
0.13,0.355,24.2,8.48,11.88,unconscious
0.276,0.17,7.1,0.68,0.84,alert
0.212,0.521,11.3,2.62,3.67,drowsy
0.079,0.0,36.8,4.91,6.5,unconscious
0.182,0.652,17.0,2.67,1.83,drowsy
0.234,0.496,24.4,6.65,7.68,unconscious
0.381,0.396,1.7,0.29,1.0,alert
0.132,0.502,22.4,7.26,5.39,unconscious
0.181,0.959,16.7,1.9,3.0,drowsy
0.268,0.142,0.3,0.35,0.0,alert
0.231,0.709,11.7,3.99,2.06,drowsy
0.224,0.342,1.3,0.37,0.46,alert
0.305,0.238,4.5,0.0,0.82,alert
0.077,0.194,10.9,5.54,0.85,unconscious
0.158,0.811,13.6,0.66,2.35,drowsy
0.299,0.275,4.3,0.38,0.97,alert
0.194,0.712,11.8,1.34,2.55,drowsy
0.095,0.436,36.1,5.75,7.85,unconscious
0.113,0.497,24.0,5.11,13.66,unconscious
0.133,0.206,30.6,4.27,7.06,unconscious
0.112,0.396,16.9,6.8,8.8,unconscious
0.182,0.625,7.5,0.47,3.67,drowsy
0.202,0.655,11.0,3.37,3.43,drowsy
0.133,0.638,10.1,3.85,1.2,drowsy
0.211,0.782,8.4,1.55,2.31,drowsy
0.373,0.181,3.9,0.0,0.0,alert
0.315,0.199,0.3,0.52,0.85,alert
0.126,0.655,23.3,6.67,5.88,unconscious
0.227,0.641,10.0,2.33,3.1,drowsy
0.196,0.622,9.7,0.9,5.89,drowsy
0.155,0.477,15.2,1.31,2.32,drowsy
0.289,0.327,4.8,0.21,0.13,alert
0.118,0.657,32.4,3.94,15.03,unconscious
0.324,0.385,3.6,0.01,0.71,alert
0.133,0.484,40.8,0.24,10.09,unconscious
0.225,0.269,1.3,0.0,0.0,alert
0.355,0.456,2.2,0.22,0.0,alert
0.341,0.454,1.2,0.35,0.93,alert
0.169,0.21,34.3,6.53,6.55,unconscious
0.295,0.271,5.6,0.34,0.62,alert
0.173,0.384,21.7,4.31,13.71,unconscious
0.346,0.222,5.9,0.0,0.92,alert
0.165,0.418,10.8,0.91,4.12,drowsy
0.191,0.443,28.2,1.31,11.9,unconscious
0.314,0.354,7.1,0.33,0.38,alert
0.06,0.526,25.4,3.51,8.91,unconscious
0.253,0.674,5.5,3.26,2.17,drowsy
0.149,0.565,13.6,6.71,2.13,unconscious
0.224,0.683,17.9,2.25,6.23,drowsy
0.098,0.436,21.9,4.69,8.48,unconscious
0.115,0.789,15.5,1.25,4.54,drowsy
0.174,0.666,7.9,2.36,0.64,drowsy
0.1,0.488,42.5,5.41,9.48,unconscious
0.304,0.353,7.3,0.0,0.45,alert
0.158,0.404,22.3,5.42,3.45,unconscious
0.283,0.515,4.3,0.42,0.0,alert
0.382,0.213,29.8,2.76,7.48,unconscious
0.188,0.391,31.1,2.36,7.16,unconscious
0.165,0.322,13.8,5.32,6.18,unconscious
0.293,0.324,4.6,0.57,0.54,alert
0.287,0.307,17.3,6.98,9.8,alert
0.167,0.0,31.5,8.71,10.52,unconscious
0.309,0.394,9.6,0.6,0.68,alert
0.338,0.582,4.7,5.6,7.03,alert
0.243,0.437,6.9,0.0,0.97,alert
0.256,0.354,5.5,0.37,1.04,alert
0.178,0.705,13.7,1.73,1.46,drowsy
0.123,0.545,9.0,2.0,2.55,drowsy
0.13,0.0,27.3,6.13,8.02,unconscious
0.298,0.614,4.3,0.13,1.03,alert
0.169,0.605,9.1,2.37,1.34,drowsy
0.144,0.116,22.1,6.86,9.62,unconscious
0.355,0.361,2.3,0.0,0.35,alert
0.134,0.411,31.2,6.12,10.56,unconscious
0.293,0.239,3.3,0.54,0.58,alert
0.119,0.185,28.5,6.82,6.14,unconscious
0.142,0.163,21.7,1.23,12.48,unconscious
0.131,0.581,24.1,4.04,4.29,drowsy
0.05,0.497,21.1,0.32,3.12,drowsy
0.05,0.854,37.5,3.19,4.87,unconscious
